المساحة_متر_مربع,عدد_الغرف,عمر_المنزل_سنة,الطابق,المسافة_من_المترو_كم,يوجد_جراج,يوجد_حديقة,تقييم_الحي,عدد_الحمامات,تم_التجديد,السعر_جنيه
201.54997612479755,5,27.0,7,1.2962764549612844,0,0,9.0,1,1,7029004
196.56400595580993,1,13.0,6,2.966942369476545,0,0,10.0,1,0,1683220
108.03912383886808,3,9.0,6,0.9390599290460573,1,1,8.0,3,0,1089487
134.53938120743928,3,15.0,2,2.1880479736477536,0,0,8.0,1,0,1176632
166.5631715701782,4,15.0,10,3.7420981811471092,1,0,9.0,1,0,1514580
198.77725635611796,2,30.0,6,0.7831143212942113,1,1,7.0,3,1,1722488
126.04128810773551,3,24.0,4,2.5529012436803042,0,1,9.0,3,0,4182891
140.71705116680914,3,12.0,12,2.4735879004032384,1,0,10.0,1,0,1295461
94.68325129969858,5,5.0,3,1.8539947720059757,0,0,2.0,2,0,900215
90.18966879596647,5,8.0,13,1.2443156238440949,1,0,6.0,1,0,917388
,6,35.0,11,3.8221955853415777,1,0,3.0,2,0,1565099
217.81200142854115,1,19.0,13,1.1036470463495507,0,1,6.0,3,1,1901719
146.3994939209833,4,17.0,2,0.1,1,1,3.0,2,0,1274732
200.17664489460122,1,20.0,1,2.9608003874465507,1,1,8.0,3,0,1711001
168.0818012523817,6,3.0,11,0.19804497534824894,0,0,4.0,1,1,1538436
117.74401226974379,5,32.0,11,3.0378217172826307,1,0,10.0,1,1,1114649
168.0697802754207,2,26.0,5,4.002354871765166,0,0,6.0,3,0,1386214
226.90182832329845,5,6.0,2,2.9446248175980116,1,1,9.0,3,1,2042997
148.20869804450243,4,5.0,2,3.607116952831237,0,0,2.0,3,0,1269553
228.2321827907003,5,14.0,7,5.0300736603944705,0,0,2.0,1,0,6480593
40.0,4,17.0,8,3.4501406939134203,0,1,7.0,1,0,452836
191.09512521876118,4,31.0,13,2.4958600889381537,1,1,2.0,2,0,1569758
154.35235341190855,4,10.0,10,4.450922275285472,0,1,2.0,3,1,1335098
135.04963247670662,6,19.0,8,4.632163317269877,0,0,4.0,2,0,1139449
154.58803882677512,4,23.0,14,4.653157674889131,0,1,9.0,1,0,1363275
50.621554269955354,4,14.0,4,1.261784727205996,1,1,8.0,2,1,580845
139.01640560812442,2,6.0,14,0.1,0,0,2.0,2,0,1172876
167.85562857558733,1,20.0,1,1.17021172484767,0,0,8.0,1,0,1383181
223.89470223707582,3,25.0,11,3.0554624236897627,1,0,4.0,1,1,1835778
124.08648908631763,1,13.0,7,2.2387384179981584,1,1,2.0,3,0,1068226
109.57531985534061,4,36.0,1,1.6902785222347294,0,0,10.0,2,1,939950
124.91214782077317,2,20.0,11,2.840722098207403,1,0,7.0,1,0,1102278
195.7701058851037,5,17.0,4,0.1,0,0,6.0,1,1,1696420
166.43755548298424,2,4.0,8,2.211753948037312,0,1,10.0,2,0,1495327
123.51198981164806,4,2.0,2,3.6776864672718155,0,0,5.0,1,1,1102459
175.66337165566782,2,22.0,6,2.8239734668373426,1,0,1.0,3,0,1429507
154.85387746740201,2,25.0,13,3.037714732750593,1,0,2.0,3,1,1316387
198.43224952664445,4,36.0,6,4.396059184928772,0,1,8.0,2,0,1678631
114.89734530613238,6,23.0,12,1.9007850726894995,1,0,1.0,3,0,1041251
133.61689267011158,2,18.0,9,1.0203625079744953,0,0,3.0,1,0,1145406
130.3945923433921,3,24.0,5,3.784272563997563,1,1,2.0,1,1,1118389
76.82425259339408,3,20.0,10,3.7566809465508904,1,0,5.0,1,1,717347
164.8060138532288,2,11.0,4,2.837437512133695,1,1,4.0,1,0,1399608
163.05276360899447,6,,5,1.7594434991263277,1,0,7.0,2,0,1419871
150.25567283212305,5,3.0,12,2.0020694765119775,0,0,5.0,3,1,1401810
138.27064333124267,4,6.0,12,0.1,1,0,8.0,3,0,1307376
79.23146289747929,3,21.0,10,3.6694197953108043,1,0,4.0,1,1,724076
128.96773386173206,5,32.0,11,3.6164769642937156,1,1,6.0,2,1,1170433
132.86427417366153,2,16.0,5,0.1,1,0,4.0,1,1,1152552
109.88613653891906,5,23.0,8,3.3014481258592037,1,1,2.0,1,0,937654
141.93571441669954,1,33.0,10,2.6061524825135125,0,0,1.0,2,0,1133131
170.20254284072692,3,27.0,12,0.46703883441380567,1,0,1.0,2,1,1404953
244.3092950605265,2,38.0,8,0.1909996983912956,1,0,8.0,1,1,2044591
158.72889064159196,4,21.0,2,2.5602399041025836,1,1,4.0,3,1,1427801
162.8775195361382,6,16.0,7,1.4034438291396232,0,0,5.0,1,0,1428374
,2,33.0,8,4.729923275824506,1,0,8.0,3,0,1225912
54.06143923504793,4,5.0,11,3.4288975919733593,1,0,7.0,3,0,592217
148.67430622753915,6,5.0,6,2.7105397050983413,0,0,8.0,2,1,1398306
153.01151049705132,6,33.0,5,2.7846185060035915,0,0,8.0,2,0,1266025
273.1621056242643,2,0.0,11,3.996300770550751,1,1,6.0,1,0,2340724
140.38195176094388,5,9.0,9,3.2697771375910065,1,0,10.0,3,0,1343594
165.07736711668062,5,20.0,13,2.7496496577440337,0,1,2.0,3,0,1435024
148.26441151473784,6,4.0,3,0.529608235553735,1,0,6.0,1,1,1380012
91.5660981190234,5,1.0,12,6.592920448109329,0,1,1.0,1,0,811316
207.14114072575103,1,21.0,13,0.34522586403765043,0,1,1.0,1,0,1683105
187.5966516343387,6,1.0,13,1.5311858943497532,1,0,3.0,2,0,1691635
,6,9.0,10,0.1,1,1,3.0,1,0,1667760
104.53062726026306,4,33.0,4,2.8081972381538933,1,0,5.0,1,0,869829
220.13971554680495,5,15.0,9,2.2266656559272113,0,1,1.0,3,0,1881303
79.90744686038596,6,38.0,6,3.14791465754714,1,1,10.0,1,1,812263
,1,21.0,8,0.1,1,0,6.0,3,0,1500661
259.5227812904989,4,11.0,7,3.6693585010713976,0,0,7.0,3,0,2219492
100.47318374346558,2,23.0,11,0.7888468977955783,0,0,10.0,2,0,888489
121.6851135198614,6,39.0,2,1.776492200954202,1,0,3.0,1,1,1031129
154.98256825438207,1,37.0,3,3.397356903021597,0,0,4.0,1,0,1191947
124.82621729419004,3,9.0,1,2.391900026197849,1,0,10.0,3,1,1228749
72.46682844669337,1,34.0,9,2.497913835000296,1,0,10.0,2,0,613993
153.42814874030137,1,31.0,13,3.198768229858099,1,1,10.0,2,1,1379067
96.88481431369476,4,6.0,7,2.6431859599080862,1,0,10.0,1,0,987168
173.67962153175907,2,20.0,1,1.488338146176924,1,0,10.0,3,1,1543390
104.02878828830984,3,19.0,3,1.7502963076471567,1,0,3.0,1,0,890046
227.496720250877,5,25.0,4,2.317818017977734,0,0,1.0,1,0,1770392
110.83733538318815,5,3.0,4,0.6566658596804977,0,0,8.0,1,1,1031486
133.89692418971623,1,21.0,5,3.4940129890830045,0,0,10.0,1,0,1157394
190.67586086848348,4,14.0,14,2.4329808962112263,1,1,10.0,3,1,1766165
88.45678417830223,4,39.0,3,2.112164401882953,1,1,2.0,2,0,726833
161.37299673020647,5,20.0,3,3.7887448385472062,1,0,1.0,1,1,1363368
215.3571377141214,3,14.0,1,1.8198295351829454,0,1,8.0,1,1,1856980
69.62583827193862,2,21.0,7,1.7263685042713746,0,0,7.0,1,1,634022
159.2316929266152,3,27.0,11,1.2730568539940534,1,1,7.0,1,1,1426559
162.99413971242117,6,13.0,10,2.5146005133889027,1,1,4.0,2,1,1467926
189.09114358886552,6,26.0,14,2.462675162497272,1,0,9.0,2,1,1739226
88.1524644560959,2,39.0,1,1.0005736992351397,1,0,6.0,2,0,729610
83.97716934578618,5,27.0,2,1.7334590343298997,1,0,2.0,2,0,709837
176.09707828084487,2,25.0,13,1.0105965972211506,0,0,1.0,1,1,1405888
164.8492336616593,4,1.0,4,0.9426973192767643,0,1,1.0,3,1,1464105
,6,24.0,13,0.1,1,0,9.0,2,1,1520270
167.3224104748488,1,2.0,4,1.653634619477667,1,1,4.0,2,1,1454373
115.99876392107547,1,7.0,5,0.1,0,1,5.0,1,1,1034153
161.6126848580502,5,32.0,11,1.3057764704907333,1,0,3.0,1,0,1343271
,4,34.0,2,1.0809580311835874,1,1,4.0,1,0,1403818
114.2824290986816,3,5.0,4,3.5778425858984066,1,1,8.0,1,0,1082246
243.28872555723783,4,38.0,1,0.4775977905355373,1,1,4.0,3,0,2049876
173.69164604558938,1,22.0,2,0.8582204227782868,1,1,9.0,3,0,1509468
90.43482513986757,1,24.0,1,1.4277137912126414,0,1,9.0,2,1,824234
182.82768043169148,6,18.0,10,1.1297845227458359,1,0,6.0,3,1,1674314
101.26591648863393,4,4.0,10,4.053882196132815,1,1,2.0,2,0,951779
189.3542301871226,4,10.0,13,0.2921489404255708,0,0,10.0,2,0,1722916
207.9297789503702,1,11.0,4,,1,1,7.0,3,0,1788235
108.96588408241448,3,9.0,4,2.4980978737466097,0,1,9.0,2,0,1008549
198.16880646221608,5,7.0,7,3.32177501456301,0,0,6.0,1,0,1701668
170.63904634682493,5,23.0,10,1.429637666104695,1,0,3.0,2,0,1495293
191.1030079997245,4,27.0,11,0.1,0,0,7.0,1,0,1603010
244.8396491326974,5,35.0,11,1.774843667621743,1,0,5.0,3,0,2045980
137.73059419985648,1,36.0,9,4.028042714271072,0,0,1.0,3,1,1076218
112.31319178212553,1,20.0,9,2.4232811111456405,1,1,3.0,2,0,971646
,4,7.0,5,2.3546267935398992,0,1,5.0,1,0,975466
109.2094857517281,4,8.0,10,0.4054730126345052,0,1,7.0,2,0,1052049
146.1449145292948,6,14.0,1,0.2514926145670029,1,0,3.0,3,0,1291845
167.0575987408322,4,39.0,1,2.027062472951149,1,1,6.0,2,1,1418429
163.83453996650096,3,17.0,6,0.1,0,1,5.0,2,1,1463406
191.35916245180118,5,19.0,2,3.1720433335437654,0,0,1.0,1,0,1564970
150.65009459389535,4,5.0,8,0.7300306267004566,1,0,10.0,3,1,1438661
222.67670385786585,2,11.0,13,1.9630140789027593,0,0,6.0,2,0,1898099
136.7671583381022,6,1.0,9,0.1,1,1,8.0,1,1,1405513
286.00845832948096,2,6.0,13,1.4092971973347401,1,0,1.0,2,0,2377870
181.28336738825033,1,15.0,4,0.22120917930469552,1,1,2.0,1,0,1519023
107.14212217918588,5,2.0,5,0.1,1,0,4.0,1,1,1068567
96.45537509694438,4,2.0,11,2.8127631340044763,0,1,2.0,2,1,900227
174.12362076215928,2,26.0,8,4.461739308637361,1,0,9.0,3,1,1564887
138.82686073370746,5,39.0,3,3.6942103840159195,0,0,10.0,3,0,1219523
185.7000247046046,1,37.0,5,3.0225360348557073,1,0,8.0,1,0,1521900
173.66188122867723,3,32.0,3,1.3788182480816813,1,0,8.0,3,1,1513574
146.35855436715636,6,27.0,12,3.208835342821739,1,1,4.0,1,0,1296093
107.66031409657975,5,0.0,10,3.835779797860592,1,0,5.0,3,0,1014391
74.25763876570677,5,7.0,3,2.20523274450694,1,1,4.0,2,0,796061
127.67425239664894,3,36.0,3,0.2234597415319659,1,0,9.0,3,0,1153184
192.81993971617362,5,31.0,13,1.2509235521129434,0,0,2.0,1,0,1603832
160.7046872065102,1,36.0,12,4.554044732521905,1,0,8.0,1,0,1316820
87.71306106440059,1,3.0,7,1.8878837477747503,1,0,2.0,3,0,783396
158.6590462925591,3,29.0,7,0.1,1,1,1.0,2,1,1333986
169.26586898644183,6,5.0,7,0.1,0,0,10.0,1,0,7259430
105.80712818994334,4,18.0,10,1.363326945286278,0,1,3.0,1,0,917299
157.6862552972764,2,31.0,8,3.5537378576263525,1,1,9.0,1,0,1350313
152.9104359223,4,8.0,5,1.5903164713896323,1,0,3.0,1,1,1368489
,5,11.0,5,3.58164748245989,1,0,9.0,1,0,900972
167.88936801741417,2,10.0,14,1.2107564696787663,0,1,7.0,2,1,1531308
178.03922631841172,3,15.0,4,0.1,1,1,10.0,3,0,1631159
204.15256215876386,3,0.0,7,1.2626582621028732,1,1,1.0,2,1,1758957
202.69010260174514,6,20.0,10,2.517417502319428,1,0,10.0,2,0,1807981
81.11653160214544,2,29.0,4,2.39292552401197,1,1,5.0,1,0,726953
103.10874800424386,1,12.0,2,0.1173383761150466,1,0,9.0,2,1,971191
175.751763360433,2,33.0,4,1.4732056972943521,0,1,3.0,1,1,1442110
175.68929754561043,5,,13,6.027011357096111,1,1,9.0,2,0,1629732
175.7523843153024,1,27.0,13,0.15009676055468502,0,0,5.0,1,0,1431384
342.63657453273606,3,37.0,8,2.9910850916956235,1,0,9.0,1,0,2865416
178.54452553465836,2,30.0,9,0.1,1,0,10.0,2,1,1554872
206.77828200902994,4,26.0,3,3.295687736854493,0,0,6.0,2,0,1693058
197.70008817466012,6,4.0,7,0.6615119147173298,1,1,9.0,3,0,1855840
182.5695625652899,4,24.0,14,2.6031323873044103,0,0,7.0,3,0,1618046
134.23653776798272,6,2.0,12,0.1,1,0,7.0,3,1,1349670
187.94846102466337,5,32.0,14,2.436279200265061,1,0,8.0,2,1,1667583
111.35873927312142,4,3.0,9,0.6370245563878429,0,1,7.0,2,1,1097057
138.15906966299957,2,24.0,11,0.927427725550062,1,0,9.0,1,0,1233026
125.73182260854483,2,19.0,4,2.662979009592546,0,0,9.0,3,1,1123074
154.09370696931612,4,33.0,10,1.3544217854044758,1,0,6.0,1,1,1353821
265.73292833367543,2,25.0,3,2.570572172324467,0,1,7.0,1,1,2220783
56.636740370412596,5,4.0,5,1.7137380220349738,1,1,2.0,1,0,591702
184.31300951872566,1,34.0,1,2.1012405218709125,1,0,9.0,1,0,1498185
69.36420644051742,5,27.0,3,2.6676297070301023,0,0,1.0,3,1,602444
126.40340671052833,6,28.0,8,1.4749723181132888,0,0,,1,0,1071470
204.4475298483683,5,8.0,11,0.5059253209973389,0,0,3.0,2,0,1744000
153.21400095477313,6,37.0,8,1.201531601105315,0,0,6.0,2,1,5041986
96.1127611035347,2,5.0,13,,0,1,5.0,2,1,880446
,1,18.0,4,2.1742596261148246,1,0,2.0,3,1,953688
183.97988744673378,2,10.0,2,0.7326523198842896,1,1,9.0,1,1,1688985
113.48166841414317,3,1.0,13,2.602340912581578,1,0,10.0,3,0,1148865
160.82292947909875,2,8.0,8,2.7024733774087073,1,1,4.0,1,0,1401943
152.27859199519068,6,20.0,8,2.7799986136967156,1,1,4.0,3,0,1323553
117.41998261970915,2,23.0,10,0.5332441994430717,1,0,5.0,3,0,1025036
257.19720446626627,2,33.0,4,0.9764135085711576,1,0,8.0,1,0,2136903
181.69595111590056,1,21.0,3,0.9847561754194825,0,0,10.0,3,0,1524708
48.74287066711965,2,2.0,2,1.4590281319007123,1,0,4.0,1,0,487193
159.32271573847137,1,11.0,9,2.8083787777156015,1,0,5.0,2,1,1402448
116.9106767615806,4,27.0,1,2.4442772070965204,1,0,4.0,2,1,989508
192.6216667398112,3,29.0,7,2.5628254357357436,0,1,6.0,2,1,1595885
110.37396307836497,1,25.0,5,4.031028713557284,0,0,3.0,3,1,861867
,6,20.0,8,3.0333363987374447,0,1,8.0,2,1,1343528
175.24936394902286,4,27.0,4,,1,0,6.0,1,1,1500557
193.2877597085061,1,25.0,7,0.2241722359212508,1,1,10.0,2,1,1731070
89.9851796472112,1,32.0,13,0.9281794872936946,1,0,5.0,2,1,794876
133.27493820795257,3,20.0,5,1.6074423984826596,1,1,2.0,3,1,1214951
126.25273444195219,6,34.0,14,3.2436947410041705,1,0,10.0,1,1,1160323
117.3335383713144,5,33.0,5,1.9590020988408599,1,0,10.0,3,0,1095632
238.27271201405483,5,17.0,14,1.0157060676673353,1,0,7.0,3,0,2078152
170.2490855480478,1,10.0,9,0.9006606714091612,0,0,2.0,1,0,1403792
86.95580228324775,2,22.0,9,1.8956326866181608,0,0,1.0,3,0,706880
195.8930973527388,6,21.0,13,,1,0,7.0,1,0,1697603
256.10780985063167,4,16.0,9,4.386528958662676,1,0,5.0,2,0,2150627
201.62326302755736,2,4.0,12,1.6913471029554985,1,1,1.0,1,0,1714917
74.03150170229932,2,,6,1.932885228856103,1,0,4.0,1,0,664803
125.78829635668743,6,,6,0.17908744076392558,0,0,4.0,1,1,1117417
213.34555745933113,1,,5,4.908788853649199,1,1,10.0,3,0,1829872
114.61652671906097,1,26.0,9,0.1,0,0,7.0,1,1,4940549
172.19097140731142,1,34.0,10,3.757493467670826,1,0,9.0,1,1,1472542
188.73170267146685,1,32.0,8,1.451996070481294,0,0,2.0,1,0,1474212
103.65347642109586,5,19.0,7,,1,1,1.0,2,1,1016326
147.02373219691,1,15.0,7,0.3349946421711101,0,1,2.0,1,0,1205324
40.0,5,33.0,6,5.6150729741107,1,1,7.0,3,0,439307
98.7806179332855,5,1.0,5,2.332237434917592,0,0,10.0,1,0,988041
137.371592430342,1,34.0,13,2.031920655656095,1,1,6.0,1,0,1169667
87.61084090175753,3,39.0,4,3.3300985393318134,1,0,4.0,2,0,738168
231.62056519658177,4,27.0,3,1.0237509115550552,0,0,1.0,1,0,1862754
78.49293110196837,2,38.0,3,2.0027689328465086,0,0,1.0,3,0,596757
127.99777566515081,5,5.0,6,2.0845044302181814,0,0,5.0,1,0,1138298
156.53702886430457,6,8.0,4,1.2317814014778001,0,0,1.0,3,0,1354319
222.06366445330576,6,19.0,12,3.799457118778871,0,0,7.0,2,1,1964879
78.20689244102803,4,0.0,12,1.6720183827561437,1,0,1.0,1,0,760216
208.15818760774798,6,7.0,6,0.1,1,0,1.0,2,0,1812432
150.51165305097936,3,22.0,3,1.5477539547186894,1,1,2.0,1,0,1245646
100.92456744760246,6,2.0,4,2.373768007570846,0,0,10.0,3,0,1049738
173.10517371316354,2,3.0,9,0.6597601491685874,1,1,3.0,2,0,1508934
159.9529847786735,2,24.0,5,0.7781078102443417,1,0,1.0,1,1,1296876
119.98915614206027,5,37.0,13,1.180611442810939,0,1,9.0,3,0,1100767
153.49010424950094,1,14.0,7,3.831853490100441,0,0,,2,1,1301216
130.734320156912,3,20.0,10,1.269262966031441,1,0,8.0,1,1,1213942
155.6758672625624,5,34.0,2,4.143675527826547,1,0,5.0,2,0,1306796
183.10653372605233,3,13.0,14,1.0775743427774964,1,0,2.0,1,0,1547176
229.3008408072676,1,35.0,14,2.4875212043848127,1,1,5.0,3,1,1912264
,6,11.0,5,1.3306359886703731,1,0,6.0,3,1,4044294
256.65166873281333,6,16.0,9,3.1311247554357085,0,0,1.0,2,0,2104382
52.39561002387491,1,38.0,11,0.32258876815208115,0,1,4.0,2,1,456276
142.41074524822082,5,8.0,3,3.1142892193658476,0,1,9.0,1,1,1329384
179.41586032422882,1,34.0,14,2.1708041004645255,1,0,2.0,3,0,1445209
164.04959338675164,4,12.0,9,1.0400122748338263,0,0,5.0,1,1,1437962
118.86502400897031,2,14.0,14,1.7506677729347742,1,0,1.0,3,0,1017864
139.59388748213624,5,17.0,11,4.300782411548262,1,0,,2,0,1231915
125.34995326705837,3,32.0,6,2.206766757321175,0,0,4.0,1,1,1044767
120.53176215278943,4,5.0,4,0.9459079761310418,1,1,6.0,1,1,1156191
192.48010485105124,5,26.0,7,0.19296007575783092,1,0,10.0,3,0,1737207
,1,22.0,8,2.7581064101464956,0,0,9.0,3,0,1434130
115.35452023696729,1,26.0,6,2.2937678705160285,1,0,3.0,3,1,948809
194.97999377166252,1,33.0,5,3.0425310426323353,0,1,9.0,2,1,1654031
165.36497604383047,1,37.0,6,0.1,1,1,6.0,1,1,1436249
190.64310594194802,3,13.0,5,,0,0,7.0,3,1,1676450
181.48144209618061,4,35.0,8,3.720318798877849,1,1,10.0,2,1,1604665
108.55024945389638,6,7.0,1,2.497012470169011,1,0,2.0,3,0,999166
121.99094799015153,2,34.0,11,2.800101276856343,0,0,10.0,1,0,1045939
187.3646802561631,3,18.0,7,0.5559694518380702,1,0,6.0,3,0,1641685
180.51851327167324,3,29.0,10,0.5285192025066221,1,0,6.0,1,1,1523107
148.95492030179258,6,13.0,10,3.486887987288133,1,0,2.0,2,1,1316422
155.8663691654391,6,19.0,11,3.557566482147723,1,1,2.0,2,0,1377617
213.88324478942124,2,24.0,2,0.3675207694564193,1,0,2.0,3,0,1751225
120.4214305582085,2,39.0,14,0.1,1,1,10.0,1,0,1060249
,6,23.0,9,1.8371105439313338,0,0,1.0,1,0,1495147
139.89036737830529,1,13.0,1,0.8009773199359906,1,0,5.0,1,0,1174721
139.11593983863898,3,25.0,11,0.7697346814309616,1,0,8.0,3,0,1255485
204.9388425993595,5,37.0,10,0.12293263035891111,1,0,,1,0,1683097
191.27081744940148,2,22.0,6,1.2973492275794498,1,0,5.0,1,0,1574214
190.67548180003192,2,21.0,9,0.26795788605070103,0,0,8.0,1,0,5681115
215.27394035771647,6,18.0,1,0.35689864548614514,1,0,10.0,1,0,1925178
151.05019208163796,4,2.0,4,2.4475877698494566,0,0,5.0,3,1,1356467
184.0976485647482,5,18.0,4,1.9172026485689353,1,1,2.0,3,0,1583720
134.4866621703272,5,8.0,9,2.727318022298198,0,0,3.0,1,1,1206084
166.2083176244221,2,27.0,11,0.1,1,0,,1,1,1397364
143.49284728161578,1,19.0,5,2.0148209147446448,0,0,5.0,2,0,1162924
154.8497982496359,4,6.0,5,5.113456313248757,0,1,4.0,2,0,1342159
179.75785127184568,5,13.0,6,1.4415912735716012,1,1,4.0,1,1,1596995
109.08896583832637,2,8.0,1,3.2371235098584465,1,0,5.0,1,1,3372613
254.619363784273,5,18.0,1,3.224010273161635,1,0,2.0,2,1,2151197
99.6991309250149,4,13.0,9,3.297797912001913,0,0,9.0,2,1,950544
89.29056936061339,4,37.0,3,2.2499925305859843,1,1,2.0,1,0,774908
207.9055436750034,3,35.0,4,2.8491289741163213,1,1,10.0,3,0,1753361
189.5831346981468,6,39.0,1,3.0485204300195083,0,0,2.0,3,0,1477037
181.20599085260775,6,16.0,9,2.9531690424715364,1,0,10.0,1,0,1663601
181.417275463214,2,29.0,8,0.32387273972990593,0,0,9.0,1,0,1506068
149.38766135765428,4,8.0,2,0.1,0,1,3.0,2,1,1315960
105.13728142570842,3,32.0,8,0.1,0,0,10.0,2,0,964993
153.7902279096863,3,24.0,7,1.5947600114260045,0,0,7.0,3,0,1308618
116.14191442439441,5,13.0,11,2.8908901016339668,1,0,4.0,1,1,1095215
198.75598667088755,5,10.0,6,0.34338308373262305,1,1,6.0,2,1,1799093
142.64713092489308,3,34.0,1,3.385955687876606,1,1,4.0,3,0,1194340
108.72514016037442,5,13.0,7,1.2465872382381709,1,1,10.0,3,1,1124600
133.93070791735033,4,29.0,10,1.2608671832088816,0,0,7.0,3,1,1174962
170.6465727137812,1,3.0,7,0.7458395061805994,0,1,1.0,2,0,1465818
121.81377235980126,4,3.0,13,0.1,1,0,3.0,2,0,1159039
108.88898022167842,3,27.0,14,2.3439711926519706,1,0,3.0,1,0,905827
162.18436057459562,3,7.0,9,4.569001569257853,0,0,1.0,1,0,1321355
162.24832855543613,4,1.0,1,1.906003214701155,1,1,6.0,3,0,1523263
124.65284123144352,5,21.0,2,0.1,1,0,9.0,3,1,1185658
126.44808471908387,5,15.0,11,3.170514217424669,1,1,8.0,2,1,1210538
161.60249686788183,6,28.0,9,0.1,0,1,7.0,2,1,1474421
77.59578292513379,3,29.0,13,0.1864484045162218,0,0,10.0,1,1,803685
79.62681128117224,2,11.0,9,1.6424927415296438,0,0,8.0,1,1,770951
114.0777889373782,6,34.0,13,2.184265157810297,0,0,6.0,1,0,1012144
